    1    37.344401    15.247673     2.391582     0.000000 
    2    37.457943    15.221427     9.630950     0.000000 
    3    37.469507    15.071064     0.269398     0.000000 
    4    37.405698    15.032589     6.865597     0.000000 
    5    37.507592    15.109536     4.959831     0.000000 
    6    37.553133    14.856663     4.634770     0.000000 
    7    37.634912    14.845175     1.054000     0.000000 
    8    37.523702    15.067299     2.802792     0.000000 
    9    37.644521    15.124209     8.480310     0.000000 
   10    37.625485    15.174691     5.457131     0.000000 
   11    37.642537    15.063550     3.786898     0.000000 
   12    37.475908    15.083069     7.319104     0.000000 
   13    37.300214    14.959211     9.889684     0.000000 
   14    37.417687    15.003852     2.154931     0.000000 
   15    37.535482    15.144506     2.620329     0.000000 
   16    37.358811    14.799645     7.780614     0.000000 
   17    37.482407    15.132979     6.657908     0.000000 
   18    37.314950    14.903016     4.102092     0.000000 
   19    37.640286    15.198618     6.873537     0.000000 
   20    37.748367    15.091790     7.384668     0.000000 
   21    37.584076    14.953997     3.001342     0.000000 
   22    37.391516    14.843593     8.529870     0.000000 
   23    37.291832    15.240526     5.046890     0.000000 
   24    37.322374    15.080480     9.098601     0.000000 
   25    37.533691    14.766036     4.717685     0.000000 
   26    37.486053    14.822096     4.663528     0.000000 
   27    37.654211    14.892676     2.881508     0.000000 
   28    37.492884    15.238514     3.319064     0.000000 
   29    37.455402    15.164458     8.701987     0.000000 
   30    37.608474    15.066135     3.972810     0.000000 
   31    37.404131    14.959887     9.717744     0.000000 
   32    37.526928    15.221088     9.365031     0.000000 
   33    37.731625    14.865739     3.548179     0.000000 
   34    37.461340    15.076929     0.012648     0.000000 
   35    37.626733    14.858030     2.600451     0.000000 
   36    37.466626    15.147006     5.909152     0.000000 
   37    37.474341    15.013214     0.644523     0.000000 
   38    37.548346    15.238736     7.420081     0.000000 
   39    37.291540    15.010639     3.981904     0.000000 
   40    37.594456    14.787851     8.455246     0.000000 
   41    37.507918    14.885738     0.316034     0.000000 
   42    37.621741    15.220460     6.112196     0.000000 
   43    37.481546    15.154024     8.961438     0.000000 
   44    37.377885    15.047111     5.941597     0.000000 
   45    37.570313    15.194913     3.438283     0.000000 
   46    37.266114    15.108111     9.012758     0.000000 
   47    37.450039    14.815135     1.855069     0.000000 
   48    37.576630    14.835255     3.737456     0.000000 
   49    37.494082    14.827868     4.794137     0.000000 
   50    37.281509    14.978457     1.337233     0.000000 
